Slur,Represents,Origin,
Gorilla Head,Whites,Popular White 80s hairstyle called a 'mullet' is similar to a gorilla: short on top and long in the back. Countless small-town White folk still sport them.
Goulash,Hungarians,A popular kind of soup in Hungary.
Goy/Goyim,Whites,"Used by Jews to describe White gentiles or non-Jews in general. Hebrew derivation from the word for nation (goy singular; goyim plural). May or may not be derogatory, depending on your point of view."
Goya,Hispanics,Probably the most popular and most mainstream Latin food company in the world
Graham Cracker,Mixed Races,White/Black mix or a light skinned black who acts white
Grand Dragon,Whites,Reference to the leader of the KKK.
Grape-Smasher,Italians,"Smash grapes with feet to make wine, hence grape smasher"
Grape-Stomper,Italians,They make wine.
Grapico,Blacks,It is said that blacks have an affinity for grape soda. Grapico is a popular brand in the South.
Grasshopper,Asians,"Keye Luke's protege (the young Caine) from the TV series, Kung Fu. ""Snatch the pebble from my hand, Grasshopper."""
Grasshopper,Mexicans,They jump fences like grasshoppers
Gravelbellies,Hispanics,Crawling across border on their bellies.
Gray,Whites,A white that tries to act black (white & black mix = gray). See: Wigger. Could also just as easily be a half black/half white child.
Grayboy/girl,Whites,See: Gray.
Grease Ball,Italians,Multiple origins. The most common being that the Italian people supposedly have an abnormally oily dermis and epidermis.
Grease Ball/Bag,Greeks,"Possibly because of the grease they sometimes put in their hair or because of the types of food they make. Also: Greaser. Applicable to Italians, Greeks, and Hispanics."
Greaser,Mexicans,Used as early as the battle of the Alamo in 1836.
Greaser,Blacks,Refers to the oily nature of a black person's hair.
Great Satan,Americans,Some Muslim leaders have referred to America as The Great Satan
Greek-arican,Mixed Races,Puerto Rican/Greek Mix. Common racial mix in NY city.
Green,Irish,The Irish were once loosely called the green race.
Green Bean,Mixed Races,Irish/Mexican mix
Green Nigger,Irish,"Mainly in US cities with large Irish populations. Used to denote the Irish, who many hold in the same regard as blacks."
Greenhorn,Portuguese,"Derogatory term for Portugese. Often used when referring to those of Portugese descent who come from the Azores. Meaning stupid and backwards. More derogatory than the term ""Portagee."""
Grenade,Arabs,They blow themselves up.
Grinder,Asians,Can't drive manual transmission vehicles
Gringo,Whites,"This is truly only derogatory in regions of northern Mexico and in the United States where it translates to ""white foreigner."" Gringo in many other countries in Latin America really only translates as ""foreigner"" without a pejorative connotation. Is generally used to refer to all foreigners/tourists of apparently northern European descent. Some say it comes from Spanish ""griego"" (meaning Greek) which used to be used to refer to anything foreign. Others say it comes from hearing Americans sing the popular song ""Green Grow the Rushes"" (unlikely though). Yet others believe it comes from when soldiers were in South America and they all wore green outfits, and they would say, ""Green Go."" Gringa for females."
Gro,Blacks,From neGRO.
Groid,Blacks,Short for Negroid.
Gronesha,Blacks,Black Women. Used at the Battle of Valley Forge to describe the Black women who prepared the cannons.
Groundskeeper Willie,Scottish,From the Scottish character in 'The Simpsons'.
Grout,Germans,WWII.
GTA,Blacks,Grand Theft Auto games are said to represent the lifestyle of black males.
Guachupine,Spaniards,Used in Mexico as reference to disease bringing Spaniards who brought a plague called guachu to the natives when the conquistadores conquered Mexico.
Guancaca,Salvadorans,"Probably from ""guanaca,"" which is non-derogatory Central American slang for a Salvadoran + ""caca,"" which means what it means in the US"
Guati,Guatemalans,Same level of offensiveness as nigger or chink.
Gubba,Australians,"Used by Aboriginal people of white Australians. Two theories: some like to think it's a corruption of ""governor"". Others say it's short for ""garbage""."
Guero,Whites,Used by Latin Americans
Guero/Guera,Whites,Supposedly means blonde in northern Mexico.
Guerro,Whites,Used by Hispanic-Americans. Light skinned light haired person.
Guffie,English,"North-East-based, on the irritating ""guffaw"" stereotypical laugh of the English hunting and fishing set"
Guido,Italians,Northern term referring to Italians who try to portray a mafia mentality. Feminine version is Guidette.
Guinea Pig,Italians,An overweight Italian
Guinea/Ginney,Italians,"Pronounced ""gi-nee."" Came from ""Guinea Negro"" and originally referred to any Black or any person of mixed ancestry. This dates back to the 1740's. By the 1890s it was being applied to Italians--almost certainly because they tend to have darker skin than Anglo-Saxons/Germans. By 1911 the term began being applied to Hispanics, although the reference to Italians is the most common. Derived from Sicilian immigrants who paid in Italian currency, Guineas. Used in the film 'True Romance' as separate from WOPs from Northern Italy, and in The Godfather by a Northern Italian character when referring to Southern Italians and Sicilians. Source on origin"
Gulper,Vietnamese,Sounds like their gulping when the speak English
Gumby,Macedonians,They have square-shaped heads like the animated character Gumby
Gump,Whites,"Relatively slow and ungraceful white male athletes, particularly tall white basketball players. From the title character in the movie Forrest Gump."
Gunmaker,Columbian,Columbian stereotype.
Guppie,Greeks,"Pronounced 'guppy' (like the fish). From Greek + Yuppie. Originated in Astoria, New York, which is densely populated with Greeks. Not necessarily derogatory."
Gupta,Indians,A former Hindu dynasty.
Gurrya,Whites,"Used by the ""Bundjyma"" Aboriginal people of west-coast and central desert region of Western Australia"
Gusak,Whites,Alaskan Native Dorogatry term for Caucasion
Gut-Eater,Native Americans,"They eat stomach lining (tripe) of deer, buffalo, etc. Also after the newly-arrived whites killed all the buffalo they would take every thing but the guts. So all the plains Indians had to eat was guts."
Guttermonkey,Blacks,Monkeys that live in the gutter.
Gwai-lo,Whites,"Cantonese term to refer to any Western person. Translates to 'White ghost' or 'White devil'. The first whites seen in China were sailors. The ships often left on early morning tides or during the night, causing the locals to believe they were ""ghosts"" who were seen and then disappeared."
Gwat,Central Americans,Short for Guatemalan.
Gyp/Gyppo,Egyptians,"Play on word ""Gypsy"". Gyp also actually means a cheat or swindler."
Gypsy,Romanians,Some Romanians are gypsies. The ones that aren't would most likely take offense.
HAB,Asians,Hot Asian Bitch
Habib,Indians,Indian name. Used in the TV show Married With Children where a gas attendant was an Indian.
Habibi,Arabs,"Translates in Arabic to ""Beloved"". Technically a term of affection but still sounds funny."
Hadji,Indians,"Reference to a youthful East Indian side-kick character named Hadji from the '70s Saturday-morning cartoon, ""Johnny Quest"""
Haggis,Scottish,Scots eats haggis on Rabbie Burns Day.
Haggistani,Scottish,Compares Scotland to a 3rd world country such as Pakistan
Hagwei/Hayquay,Blacks,"Cantonese for ""black ghost."""
Hakui,Blacks,Word means 'burnt' in Chinese
Halee Halaa,Indians,Manner in which they speak used by Latin Americans
Half Baked,Mixed Races,Black/White mix.
Half Breed,Mixed Races,"A person who is, for example, of both Black and White ancestry."
Half Cast,Mixed Races,Black/White
Half-a-gas-can,Native Americans,"Comes from the name ""Athabaskan"", an Alaskan Indian group."
Half-Dick,Jews,Circumcision reference.
Half-Human,Blacks,Reference to when blacks were counted as half a human for voting purposes.
Halfrican,Mixed Races,Black/Any other race. Represents a person that is half African. Also: Halfrican American
Halfro,Mixed Races,White/Black Mixed Race
Halfula,Mixed Races,"Black/White mix. Pronounced like ""Dracula"""
Hambone,Blacks,Refers to overweight black men.
Hamburger,Americans,Used by Koreans to slur Americans.
Hamilton,Indians,Rhyming slang in Scotland from a Scottish soccer team called Hamilton Academicals. This is shortened to Hamilton Accies (Akkies) a derogatory name for Indians.
Hanah,Jews,"Popular Jewish name for girls, pronounced like the chanu in Chanukah"
Hans Bitterman,Germans,Personifies the humourless German
Haole,Whites,"Hawaiian: Haole is a contraction of ha (breath) and a'ole (no) meaning ""no breath"" used to described foreigners who shook hands instead of greeting nose to nose like the Hawaiians. Almost exclusively used as a derogatory word for whites after the U.S. armed takeover of the Hawaiian Monarchy."
Hapa,Pacific Islanders,"This is a term that describes somebody of mixed ethnic or racial background, usually (but not always) Asian/Pacific Islander and Caucasian. It comes from the Hawaiian term ""hapa haole,"" which means ""half-white."" It is becoming increasingly used by the Asian Pacific American community and is not necessarily considered derogatory."
Hapshi,Africans,"Animal like, originates in ancient India, when some slaves were imported from Africa. Still in use."
Harbor-Bomber,Japanese,"The Japanese bombed Pearl Harbor in 1941, which caused the US to enter World War II."
Harlem,Blacks,Harlem's (NY) residents are primarily Black.
Harp,Irish,"Perhaps derived from the fact that Harp Ale is brewed in Ireland or that the Harp is popular instrument amongst the Irish. The harp is also the symbol of Ireland, a green flag with a harp is displayed by a lot of Irish people."
Harpoon-Chucker,Eskimos,Eskimos chuck spears to hunt fish. Play on spear-chucker
Hatchet-Packer,Native Americans,They are always carrying their hatchets
Haunt,Blacks,See: Spook
Hawaga/Khawaga,Whites,"Originally a Persian word for ""Lord"". Heard in Egypt. Accent on second syllable."
Hay Seed,Whites,Slang term for country-farmer-type whites (or all whites in general).
Head Hunters,Polynesians,Many Polynesian cultures have practiced head hunting.
Head-bangers,Muslims,"As stipulated by their religion, believers in Islam pray in the direction of Mecca 5 times per day. Bowing of the head is required; hence a head banging motion."
Hear-em-screama,Japanese,Hiroshima atomic bombing tragedy
Hebe/Heeb,Jews,Short for Hebrew.
Hebro,Jews,"Black Jews. Combination of ""Hebrew"" and ""bro,"" or ""Hebrew"" and ""Negro."""
Heebarican,Mixed Races,Jewish/Puerto Rican mix
Heinee,Germans,"Possibly from the root name, ""Hein."""
Heinz,Mixed Races,"Any mix of races. From the label on the ketchup bottle reading ""57 Varieties."""
Helo,Whites,Whites who try to immerse themselves in hoodlum culture.
Hendrix,Blacks,Black people who are able to play an electric guitar. Found offensive among certain groups.
Hentai,Japanese,"Translates to something like ""pervert"" and is used primarily to refer to anime porn."
Herm,Germans,Herman the German - self-explanatory.
Herring Choker,Scandinavians,Scandinavians are known for eating lots of fish.
Hibe,Irish,"Short for Hibernian (of, relating to, or characteristic of Ireland or the Irish)."
Hick,Whites,"Country dweller, rustic farmer, unsophisticated tourist. The whites that live in the country. Also, Sometimes they make a hicking noise when they are excited."
Hickory-Smoked,Jews,WWII.
Higger,Indians,Hindus who act Black.
High Yellow,Blacks,"Light-skinned black person. Adjective, generally used by blacks in describing blacks with a light complexion"
Highboots,Greeks,Attributed to fishing heritage/large number of Greek immigrants to US with that trade. Heard from the matriarch of a large Greek-American family.
